Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2019-12-13 04:50:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6611115007361019904,"When you get such compliment in an early morning class, it's enough to forget all the pain in creating, selling and delivering a 100 hour course - in a way no one has ever done in market !! - all ALONE. ""
""""
""The best one I have ever taught !! ""
""""
""#nlp100hours",,,MEMBER_NETWORK
2019-12-12 13:11:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6610878654845153280,"You walk into a very famous sweets store and you dont know which one to buy.. what do you do ? Order Assorted pack right ? ""
""""
""The same is being done by hiring managers these days while writing JDs of Data Science roles. ""
""""
""From stats to reinforcement learning, from R to pytorch, web deployment to edge deployment , spark to cloud. You find everything in the JD.""
""""
""A perfect assorted sweet pack ! Thank god ! Am no longer looking for job.",,,MEMBER_NETWORK
2019-12-12 05:23:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6610760873684365312,"Many people ask me which course to choose when learning DS. Here are a few questions you can ask when you make decision ""
""""
""1. Is it live or recorded ? Can you really sit and listen to recordings ?""
""""
""2. How much %  of course is hands on and does it suit your current level of coding expertise , who answers doubts ?""
""""
""3. How many guided projects are there ? Ask for previous project Reports of students""
""""
""4. How much personalised the course is ? Do you get any mentoring support ?""
""""
""5. How accessible are the people who teach you?""
""""
""6. If any policy like placement assistance is mentioned - is it only resume review or you get recruiters access ? Any conditions for guaranteed schemes ?""
""""
""7. If you are getting certificate with any academic institute name - how much is it appreciated in the industry ? Does that academic institute has expertise in DS ? Does the profs of institute do consulting/research in AI with notable achievements ?""
""""
""8. More importantly, refund policy which allows you to pull back if you don’t like within a week or so""
""""
""9. Talk to one successful student and one not so successful student directly. Ask the institute to give contact details. ""
""""
""10. Look at marketing as well. Which gives you fair idea where your money goes.""
""""
""Choose wisely and don’t regret later. Don’t fall for sheen !",,,MEMBER_NETWORK
2019-12-11 03:04:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6610363486365159424,"The lovely feel when you complete a book end to end even in a busy schedule ""
""""
""""
""Must read : The shallows""
""Preksha Kaparwan Srivatsan Srinivasan Ankit Rathi",,,MEMBER_NETWORK
2019-12-10 09:59:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6610105465567309824,"Positive Stories published for the month at our blog  The Positive India  (This is my non profit venture)""
""""
""1. Learn how CII is fighting air pollution in Delhi, with it's pilot on reducing crop residue burn in Punjab  ""
""https://lnkd.in/fsiehgd""
""""
""2. Read about how this IAS officer unique initiative of buying plastic back has yielded awesome results in fighting menace of plastic pollution""
""https://lnkd.in/fW9QgtM""
""""
""""
""3. Read about the inspiring story of Gauri Sawant - the first trans single mom fight against biased adoption rules of country ""
""https://lnkd.in/fFQUtcz""
""""
""""
""4. Read about how a team of 5 architecture students from IIT Kharagpur 2015 batch, turned their college project into a full time passion and creating most colorful play zones for slum kids of country""
""""
""https://lnkd.in/fQEX9eg",,,MEMBER_NETWORK
2019-12-09 14:49:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6609816254666641408,"Usual onion price : 30/kg""
""Current Price.       : 130/kg""
""""
""Avg consumption /week/person : 1kg""
""Increased spend : 100 INR""
""""
""Average Income/hour : 400 INR""
""""
""If you have spent more than 15 minutes in last one week about onion price issue, then you lost more money due to social media than actual onion price hike !! ""
""""
""PS : Now don’t argue about assumptions. Feel free to calculate and verify your loss. Even if you prove my assumptions wrong, onion price will remain same""
"" ""
""""
""Focus on wildly important task.",,,MEMBER_NETWORK
2019-12-06 06:45:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6608607256906911744,"In 2016, I attended my first Data science interview at a product company. It wasn’t a great experience. ""
""""
""It was full day interview : written - cleared, hands on with data - cleared, after 7 hours into process, I walked into interview room with a lot of hope.""
""""
""The first question was - Do you know Mongo DB. ""
""""
""I replied No and it was a reject. ""
""""
""Came out within 2 mins and felt very bad for time and trauma. And that day I made my mind not go to every interview ! I have put my own systems in place to wade off irrelevant interview opportunities! ""
""""
""A month ago, Director of Engineering of the same company pinged me to hire students of end to end data science course. When I didn’t revert, he followed me up !  ""
""""
""No...Am not talking about revenge or success.  If you ever felt humiliated in interview, don’t wait for motivation ever""
""""
""Focus on excellence.",,,MEMBER_NETWORK
2019-12-05 05:40:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6608228351691841536,"When we say teach, we implement and then we teach !! ""
""The outcome of a Data Science project is not always a model to be deployed. Making business sense is important. The following is an insight from our classroom chat for NLP batch I. ""
""""
""No wonder we hired the topper Amanjeet Sahu and he is a star performer today. ""
""""
""Just by observing student's performance over few metrics which are tracked through data, we hired even without an interview and it worked like charm. Hiring issue solved !! ""
""""
""PS : Irrelevant chat is removed. Other names hidden due to privacy of students. ",,,MEMBER_NETWORK
2019-12-04 06:41:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6607881388144320513,"Glad to announce that we have doubled the number of opportunities at our office. ""
""""
""Creating more employment opportunities is #1 motivation for me to be an entrepreneur. ""
""""
""My parents inaugurated the space. It was one lovely moment when you make your parents proud !! Thank you all students who trusted us !! Your trust in us creates more opportunities.""
""""
""Siddartha Rayapudi Ashwini Naidu Amanjeet Sahu Guru Manikanta Innamuri Kavitha Vulli Bennet Venisa Sai Krishna Dammalapati""
""""
""Special mention : Deepak Murugaian for supporting us with technology to deliver content. ""
""""
""More to come. Watch out the space for hiring opportunities !!",,,MEMBER_NETWORK
2019-12-04 06:41:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6607881388144320513,"Glad to announce that we have doubled the number of opportunities at our office. ""
""""
""Creating more employment opportunities is #1 motivation for me to be an entrepreneur. ""
""""
""My parents inaugurated the space. It was one lovely moment when you make your parents proud !! Thank you all students who trusted us !! Your trust in us creates more opportunities.""
""""
""Siddartha Rayapudi Ashwini Naidu Amanjeet Sahu Guru Manikanta Innamuri Kavitha Vulli Bennet Venisa Sai Krishna Dammalapati""
""""
""Special mention : Deepak Murugaian for supporting us with technology to deliver content. ""
""""
""More to come. Watch out the space for hiring opportunities !!",,,MEMBER_NETWORK
